age,gender,education,employment_type,years_employed,annual_income,loan_amount,loan_term_months,interest_rate,credit_score,existing_loans,monthly_emi,emi_to_income,loan_to_income,loan_purpose,default
25,Female,Master,Self-Employed,4.0,,371349,24,20.87,839.0,1,19058.31,1.5247,2.4757,Home,0
33,Male,High School,Unemployed,8.0,150000.0,293836,120,16.77,637.0,0,5064.06,0.4051,1.9589,Personal,0
39,Male,Bachelor,Salaried,8.0,150000.0,282703,48,14.72,725.0,0,7827.77,0.6262,1.8847,Vehicle,0
32,Female,Bachelor,Salaried,2.0,150000.0,403395,48,11.21,782.0,0,10467.14,0.8374,2.6893,Medical,1
45,Male,High School,Salaried,,163889.0,258670,120,11.46,709.0,0,3630.87,0.2659,1.5783,Medical,0
55,Male,Bachelor,Self-Employed,12.0,172714.0,511380,48,15.71,603.0,0,14416.81,1.0017,2.9608,Education,1
32,Male,Bachelor,Salaried,11.0,150000.0,244210,12,9.85,772.0,1,21452.91,1.7162,1.6281,Business,0
50,Male,Bachelor,Self-Employed,2.0,150000.0,731719,84,18.67,795.0,0,15667.84,1.2534,4.8781,Medical,0
25,Male,High School,Salaried,1.0,150000.0,236602,84,8.02,738.0,4,3690.09,0.2952,1.5773,Business,1
54,Male,Bachelor,Unemployed,9.0,,591119,12,7.94,648.0,0,51404.12,4.1123,3.9408,Business,0
42,Male,High School,Salaried,7.0,150000.0,392059,84,15.92,673.0,0,7769.25,0.6215,2.6137,Vehicle,0
59,Male,Bachelor,Self-Employed,6.0,150000.0,100595,84,11.89,519.0,0,1769.86,0.1416,0.6706,Vehicle,0
33,Male,Master,Self-Employed,0.0,150000.0,178074,120,15.38,701.0,0,2914.54,0.2332,1.1872,Home,0
23,Female,High School,Business,2.0,168216.0,787002,36,16.7,765.0,4,27941.41,1.9933,4.6785,Home,0
40,Male,Bachelor,Salaried,12.0,232397.0,974041,120,12.64,587.0,0,14337.39,0.7403,4.1913,Home,0
51,Female,Bachelor,Business,8.0,150000.0,172300,120,22.0,684.0,1,3561.39,0.2849,1.1487,Vehicle,0
25,Male,Bachelor,Salaried,14.0,150000.0,109459,84,15.69,633.0,2,2154.8,0.1724,0.7297,Medical,0
44,Female,Bachelor,Salaried,10.0,150000.0,178078,48,21.07,790.0,1,5521.02,0.4417,1.1872,Education,0
60,Female,Bachelor,Self-Employed,8.0,150000.0,469152,12,22.23,745.0,1,43961.94,3.517,3.1277,Personal,0
53,Male,High School,Self-Employed,0.0,150000.0,502658,24,22.17,765.0,0,26119.19,2.0895,3.3511,Home,0
28,Male,High School,Salaried,8.0,150000.0,330767,12,8.58,685.0,2,28861.68,2.3089,2.2051,Business,1
44,Male,Bachelor,Self-Employed,6.0,150000.0,264599,12,8.24,720.0,1,23046.42,1.8437,1.764,Home,1
40,Female,High School,Salaried,2.0,428266.0,612889,48,17.27,588.0,1,17770.67,0.4979,1.4311,Personal,0
36,Male,High School,Salaried,12.0,293536.0,726479,60,14.27,682.0,0,17005.76,0.6952,2.4749,Vehicle,0
32,Female,Bachelor,Salaried,7.0,,171373,24,20.23,615.0,1,8741.43,0.3682,0.6015,Vehicle,0
33,Male,High School,Business,8.0,150000.0,80876,60,23.24,613.0,1,2291.1,0.1833,0.5392,Personal,0
62,Male,High School,Self-Employed,3.0,150000.0,613492,36,8.61,592.0,0,19397.72,1.5518,4.0899,Education,1
59,Female,High School,Salaried,8.0,177731.0,513040,48,17.9,576.0,0,15043.75,1.0157,2.8866,Personal,1
45,Female,High School,Salaried,6.0,150000.0,602317,84,17.48,629.0,0,12476.49,0.9981,4.0154,Business,0
52,Male,Master,Salaried,16.0,150000.0,151900,60,21.84,706.0,0,4181.51,0.3345,1.0127,Home,0
44,Female,High School,Business,4.0,150000.0,625349,12,12.68,676.0,4,55760.63,4.4609,4.169,Home,1
64,Male,Bachelor,Salaried,4.0,150000.0,697848,12,16.01,822.0,2,63319.65,5.0656,4.6523,Personal,0
29,Female,Bachelor,Salaried,8.0,150000.0,435027,36,23.02,775.0,4,16844.31,1.3475,2.9002,Education,0
60,Female,Bachelor,Salaried,6.0,150000.0,146170,120,23.93,731.0,3,3215.64,0.2573,0.9745,Home,0
43,Female,High School,Self-Employed,7.0,150000.0,158193,120,16.86,712.0,3,2735.34,0.2188,1.0546,Personal,0
33,Male,Master,Salaried,13.0,174757.0,240084,120,10.93,642.0,1,3297.65,0.2264,1.3738,Vehicle,0
52,Male,Master,Salaried,3.0,150000.0,200050,36,20.59,768.0,1,7494.85,0.5996,1.3337,Business,0
35,Female,High School,Self-Employed,7.0,150000.0,712787,24,13.69,645.0,0,34118.67,2.7295,4.7519,Medical,0
56,Male,High School,Salaried,4.0,150000.0,615198,24,22.55,719.0,0,32082.67,2.5666,4.1013,Home,0
25,Female,Bachelor,Self-Employed,,150000.0,289745,48,20.63,815.0,1,8914.59,0.7132,1.9316,Vehicle,0
42,Male,Master,Salaried,6.0,150000.0,626189,36,23.01,603.0,0,24242.87,1.9394,4.1746,Home,0
36,Male,Bachelor,Salaried,,150000.0,596191,48,11.04,622.0,3,15420.45,1.2336,3.9746,Home,1
61,Female,Bachelor,Salaried,14.0,150000.0,314803,60,14.36,578.0,0,7383.8,0.5907,2.0987,Vehicle,0
30,Male,High School,Self-Employed,4.0,290537.0,184471,24,11.62,550.0,2,8650.99,0.3573,0.6349,Home,1
44,Female,Bachelor,Salaried,6.0,150000.0,80902,120,23.02,686.0,1,1728.76,0.1383,0.5393,Vehicle,0
38,Female,High School,Salaried,0.0,220881.0,434098,48,19.62,743.0,2,13122.03,0.7129,1.9653,Home,0
38,Female,Bachelor,Salaried,8.0,150000.0,105641,120,7.91,752.0,0,1276.7,0.1021,0.7043,Vehicle,0
27,Male,High School,Salaried,7.0,150000.0,156739,36,12.11,635.0,1,5214.22,0.4171,1.0449,Business,0
24,Female,High School,Salaried,9.0,188115.0,309445,60,19.67,738.0,0,8141.68,0.5194,1.645,Home,0
46,Female,Bachelor,Self-Employed,7.0,218950.0,285860,24,18.74,785.0,0,14373.72,0.7878,1.3056,Home,0
25,Male,Bachelor,Salaried,0.0,237539.0,273520,48,8.12,774.0,0,6692.84,0.3381,1.1515,Home,0
36,Male,Bachelor,Salaried,13.0,150000.0,251946,84,13.86,578.0,2,4702.01,0.3762,1.6796,Vehicle,0
55,Male,Master,Salaried,8.0,150000.0,572402,36,20.6,640.0,2,21447.91,1.7158,3.816,Medical,1
46,Female,High School,Salaried,8.0,150000.0,374994,48,13.09,686.0,0,10076.91,0.8062,2.5,Business,0
38,Female,Bachelor,Salaried,14.0,150000.0,522660,24,11.46,640.0,0,24471.83,1.9577,3.4844,Home,0
49,Female,Bachelor,Salaried,5.0,150000.0,701913,60,19.22,608.0,2,18293.08,1.4634,4.6794,Medical,0
43,Female,Bachelor,Salaried,1.0,150000.0,75914,12,18.28,797.0,1,6969.91,0.5576,0.5061,Personal,0
34,Male,Master,Business,2.0,171047.0,817711,84,7.92,645.0,0,12712.45,0.8919,4.7806,Vehicle,0
35,Male,High School,Self-Employed,6.0,150990.0,265157,60,22.45,,1,7391.35,0.5874,1.7561,Personal,0
53,Male,High School,Salaried,6.0,,269067,120,15.53,745.0,0,4428.73,0.3543,1.7938,Home,0
45,Male,Bachelor,Self-Employed,13.0,175907.0,586182,120,21.65,,2,11976.82,0.817,3.3323,Home,1
41,Male,Bachelor,Unemployed,8.0,150000.0,318576,48,13.95,662.0,0,8697.57,0.6958,2.1238,Home,0
37,Female,High School,Salaried,1.0,150000.0,129309,48,13.69,587.0,1,3513.48,0.2811,0.8621,Home,0
43,Female,Bachelor,Salaried,4.0,182806.0,676658,120,9.51,757.0,2,8759.49,0.575,3.7015,Home,0
63,Male,Bachelor,Unemployed,4.0,150000.0,198652,12,20.66,713.0,2,18464.84,1.4772,1.3243,Education,0
37,Female,Bachelor,Self-Employed,5.0,230695.0,1080153,120,7.57,841.0,3,12861.1,0.669,4.6822,Business,0
34,Female,High School,Self-Employed,4.0,186052.0,920099,48,12.28,690.0,0,24356.42,1.5709,4.9454,Home,0
49,Male,High School,Self-Employed,2.0,150000.0,197325,84,8.7,810.0,3,3144.82,0.2516,1.3155,Home,1
40,Female,High School,Salaried,7.0,150000.0,583738,60,19.25,685.0,0,15222.9,1.2178,3.8916,Home,0
50,Male,Bachelor,Self-Employed,5.0,150000.0,744480,24,19.33,732.0,3,37647.68,3.0118,4.9632,Vehicle,1
39,Female,High School,Self-Employed,1.0,,719832,120,12.67,733.0,0,10608.21,0.8487,4.7989,Business,1
59,Female,Master,Salaried,13.0,465241.0,1415317,60,19.09,743.0,0,36784.23,0.9488,3.0421,Education,0
33,Female,High School,Self-Employed,6.0,150000.0,285618,60,11.6,728.0,1,6295.83,0.5037,1.9041,Business,0
38,Male,Master,Business,14.0,218358.0,120639,84,12.68,709.0,2,2173.73,0.1195,0.5525,Vehicle,0
43,Male,Bachelor,Self-Employed,11.0,150000.0,681309,84,20.82,704.0,4,15467.46,1.2374,4.5421,Education,1
53,Male,High School,Salaried,5.0,150000.0,99026,84,19.7,759.0,0,2181.14,0.1745,0.6602,Vehicle,0
59,Female,Bachelor,Self-Employed,14.0,150000.0,464084,84,20.27,673.0,1,10381.12,0.8305,3.0939,Personal,0
60,Female,Bachelor,Salaried,,150000.0,200650,60,9.36,663.0,1,4200.31,0.336,1.3377,Home,0
38,Male,Bachelor,Unemployed,4.0,150000.0,238338,120,9.69,630.0,2,3108.88,0.2487,1.5889,Vehicle,1
29,Female,Bachelor,Self-Employed,5.0,262968.0,159117,24,12.5,667.0,2,7527.4,0.3435,0.6051,Business,0
53,Male,Bachelor,Salaried,8.0,165865.0,110479,48,9.21,739.0,3,2760.3,0.1997,0.6661,Personal,0
52,Male,Bachelor,Salaried,6.0,150000.0,311388,60,16.1,692.0,1,7588.91,0.6071,2.0759,Vehicle,0
37,Female,Bachelor,Self-Employed,11.0,165432.0,736010,24,16.26,767.0,2,36128.84,2.6207,4.449,Home,1
39,Female,Bachelor,Salaried,8.0,176492.0,537638,48,13.24,645.0,2,14487.61,0.985,3.0462,Vehicle,0
47,Male,High School,Salaried,11.0,150000.0,438356,120,14.34,659.0,0,6896.1,0.5517,2.9224,Home,0
26,Male,Master,Salaried,9.0,150000.0,493704,120,9.14,598.0,0,6291.5,0.5033,3.2914,Vehicle,0
55,Male,Master,Business,4.0,154366.0,449050,24,18.7,737.0,0,22570.59,1.7546,2.909,Vehicle,0
57,Male,PhD,Salaried,0.0,150183.0,280707,24,11.87,529.0,0,13196.82,1.0545,1.8691,Business,0
54,Female,High School,Self-Employed,4.0,150000.0,668979,60,20.32,787.0,2,17843.18,1.4275,4.4599,Home,0
40,Female,Master,Salaried,15.0,161033.0,425161,12,20.22,766.0,3,39429.36,2.9382,2.6402,Personal,0
45,Male,Master,Salaried,10.0,,583039,60,17.25,801.0,1,14568.51,1.1655,3.8869,Medical,0
24,Male,Bachelor,Salaried,7.0,150000.0,690630,24,14.74,708.0,0,33401.08,2.6721,4.6042,Business,0
30,Female,Bachelor,Salaried,12.0,150000.0,77515,24,10.91,875.0,1,3609.57,0.2888,0.5168,Vehicle,0
30,Female,PhD,Business,,155094.0,411250,24,22.97,769.0,1,21532.4,1.666,2.6516,Vehicle,1
44,Female,PhD,Unemployed,7.0,,483115,120,22.29,759.0,4,10081.4,0.8065,3.2208,Business,0
41,Male,Bachelor,Salaried,8.0,150000.0,414115,36,19.91,715.0,2,15371.01,1.2297,2.7608,Personal,0
31,Female,Bachelor,Salaried,5.0,150000.0,684130,84,22.65,573.0,0,16302.07,1.3042,4.5609,Home,1
47,Male,Master,Unemployed,3.0,150000.0,709532,60,22.34,680.0,2,19733.91,1.5787,4.7302,Home,0
36,Female,High School,Salaried,8.0,150000.0,165645,12,16.12,654.0,1,15038.52,1.2031,1.1043,Home,0
46,Female,High School,Salaried,7.0,150000.0,279161,84,10.96,667.0,2,4774.05,0.3819,1.8611,Home,0
50,Male,PhD,Salaried,6.0,150000.0,253118,48,10.86,675.0,2,6524.77,0.522,1.6875,Education,0
36,Male,Master,Self-Employed,9.0,150000.0,410318,12,15.7,740.0,0,37170.28,2.9736,2.7355,Vehicle,0
27,Male,Master,Salaried,5.0,150000.0,332920,84,19.46,689.0,0,7285.02,0.5828,2.2195,Home,1
36,Male,Bachelor,Self-Employed,10.0,203410.0,430511,120,14.17,592.0,0,6728.47,0.3969,2.1165,Home,0
55,Male,Bachelor,Salaried,2.0,219902.0,638277,12,14.16,565.0,0,57357.11,3.13,2.9026,Home,0
36,Female,PhD,Salaried,1.0,150000.0,405794,36,8.7,735.0,1,12847.56,1.0278,2.7053,Business,0
60,Male,Bachelor,Salaried,1.0,150000.0,389128,120,20.35,612.0,3,7610.64,0.6089,2.5942,Vehicle,0
32,Female,Master,Business,7.0,150000.0,151419,24,10.33,536.0,3,7010.3,0.5608,1.0095,Business,0
55,Female,Bachelor,Business,1.0,150000.0,439004,120,22.33,683.0,0,9172.92,0.7338,2.9267,Vehicle,0
41,Female,High School,Self-Employed,13.0,150000.0,114798,12,10.37,723.0,2,10112.33,0.809,0.7653,Home,0
63,Male,High School,Salaried,13.0,150000.0,491035,84,19.75,685.0,2,10830.23,0.8664,3.2736,Medical,0
56,Male,Bachelor,Salaried,8.0,150000.0,495820,24,19.8,630.0,1,25186.74,2.0149,3.3055,Personal,0
37,Male,Bachelor,Salaried,10.0,212601.0,355608,60,21.72,821.0,2,9764.98,0.5512,1.6727,Personal,0
52,Male,High School,Salaried,3.0,194961.0,216193,120,16.1,586.0,3,3635.0,0.2237,1.1089,Home,1
61,Female,Bachelor,Business,11.0,497350.0,2035273,24,14.14,716.0,0,97853.99,2.361,4.0922,Business,0
26,Male,Bachelor,Salaried,5.0,168541.0,668555,84,9.1,724.0,0,10790.39,0.7683,3.9667,Vehicle,0
44,Male,Bachelor,Self-Employed,6.0,150000.0,713554,24,21.27,699.0,0,36761.14,2.9409,4.757,Home,1
47,Male,High School,Salaried,6.0,150000.0,376258,60,14.38,716.0,1,8829.17,0.7063,2.5084,Personal,0
40,Female,Bachelor,Self-Employed,4.0,150000.0,287997,60,23.82,760.0,1,8255.03,0.6604,1.92,Home,0
45,Male,High School,Self-Employed,9.0,150000.0,279260,84,12.43,631.0,1,4994.15,0.3995,1.8617,Home,0
22,Male,High School,Salaried,4.0,150000.0,196623,84,14.73,719.0,1,3764.46,0.3012,1.3108,Home,0
29,Male,High School,Salaried,5.0,150000.0,311069,12,14.37,668.0,1,27984.17,2.2387,2.0738,Vehicle,0
48,Female,Bachelor,Salaried,0.0,150000.0,161263,36,15.38,616.0,0,5620.29,0.4496,1.0751,Vehicle,0
58,Female,High School,Business,8.0,150000.0,663624,84,11.17,595.0,1,11422.26,0.9138,4.4242,Medical,1
23,Male,High School,Salaried,6.0,190665.0,392953,48,12.02,656.0,1,10351.82,0.6515,2.061,Personal,1
40,Female,High School,Salaried,3.0,150000.0,444413,60,15.1,713.0,0,10595.9,0.8477,2.9628,Education,0
26,Male,Master,Business,6.0,150000.0,119943,120,20.22,663.0,0,2335.49,0.1868,0.7996,Vehicle,0
59,Male,Master,Salaried,5.0,150000.0,264495,120,19.78,725.0,0,5072.99,0.4058,1.7633,Education,0
53,Male,High School,Salaried,0.0,150000.0,225890,60,10.54,,2,4859.73,0.3888,1.5059,Home,0
21,Male,Bachelor,Salaried,13.0,181348.0,814494,48,16.27,665.0,1,23195.77,1.5349,4.4913,Vehicle,0
57,Female,Master,Salaried,12.0,150000.0,196510,24,16.12,719.0,0,9633.01,0.7706,1.3101,Personal,0
26,Male,High School,Salaried,9.0,150000.0,611980,60,16.92,868.0,1,15182.97,1.2146,4.0799,Home,0
54,Female,High School,Self-Employed,11.0,150000.0,265801,48,12.69,762.0,0,7089.95,0.5672,1.772,Home,0
35,Male,High School,Salaried,5.0,150000.0,217535,12,19.35,544.0,1,20083.64,1.6067,1.4502,Home,0
46,Female,PhD,Salaried,6.0,186621.0,101422,120,12.13,829.0,0,1462.74,0.0941,0.5435,Business,0
34,Female,Bachelor,Salaried,4.0,150000.0,271804,84,12.93,737.0,1,4934.31,0.3947,1.812,Education,0
27,Female,High School,Salaried,8.0,227535.0,185736,36,10.66,612.0,0,6050.9,0.3191,0.8163,Business,0
51,Female,High School,Salaried,10.0,156598.0,333489,60,10.15,642.0,3,7110.29,0.5449,2.1296,Home,1
44,Female,PhD,Salaried,6.0,150000.0,110710,48,22.04,777.0,1,3490.44,0.2792,0.7381,Home,0
51,Female,Bachelor,Salaried,1.0,150000.0,118352,60,14.0,725.0,0,2753.84,0.2203,0.789,Business,0
49,Male,Bachelor,Salaried,8.0,150000.0,314317,24,19.97,734.0,1,15992.81,1.2794,2.0954,Home,1
62,Male,High School,Salaried,4.0,150000.0,377401,60,20.02,609.0,0,10003.02,0.8002,2.516,Vehicle,0
52,Male,Master,Salaried,10.0,,311471,60,16.92,662.0,1,7727.46,0.5942,1.9959,Education,1
37,Male,High School,Salaried,14.0,150000.0,90993,120,21.13,644.0,2,1827.2,0.1462,0.6066,Personal,0
34,Male,Master,Salaried,11.0,150000.0,195213,24,7.51,744.0,0,8785.39,0.7028,1.3014,Home,0
60,Male,High School,Salaried,6.0,336973.0,1592441,60,10.17,685.0,1,33968.02,1.2096,4.7257,Education,1
56,Female,High School,Self-Employed,,150000.0,460920,84,21.59,689.0,2,10681.08,0.8545,3.0728,Personal,0
44,Male,Bachelor,Self-Employed,6.0,150000.0,651439,24,22.96,,3,34105.08,2.7284,4.3429,Business,0
47,Female,Master,Self-Employed,3.0,150000.0,109647,48,15.93,656.0,0,3103.5,0.2483,0.731,Personal,0
45,Male,Bachelor,Unemployed,4.0,150000.0,80111,36,18.94,583.0,0,2934.12,0.2347,0.5341,Medical,0
52,Female,High School,Business,6.0,150000.0,602682,36,10.08,741.0,0,19469.5,1.5576,4.0179,Vehicle,0
38,Male,Bachelor,Salaried,6.0,150000.0,334523,48,18.58,722.0,1,9928.29,0.7943,2.2302,Education,0
38,Female,Bachelor,Salaried,2.0,150000.0,324171,12,18.21,676.0,2,29752.4,2.3802,2.1611,Home,1
57,Male,Bachelor,Business,,150000.0,235797,12,9.31,678.0,1,20654.71,1.6524,1.572,Vehicle,0
46,Male,Bachelor,Salaried,6.0,150000.0,183367,84,20.42,650.0,4,4118.38,0.3295,1.2224,Business,0
29,Female,High School,Self-Employed,0.0,150000.0,634207,36,8.05,762.0,0,19888.37,1.5911,4.228,Vehicle,0
55,Male,Bachelor,Unemployed,,150000.0,116449,48,23.67,698.0,0,3775.24,0.302,0.7763,Home,1
28,Male,Bachelor,Self-Employed,0.0,299955.0,822656,60,23.44,633.0,2,23399.5,0.9361,2.7426,Personal,0
40,Male,Master,Salaried,2.0,150000.0,318292,48,20.48,703.0,0,9767.33,0.7814,2.1219,Personal,0
62,Female,Bachelor,Self-Employed,2.0,150000.0,260906,24,15.53,606.0,2,12716.26,1.0173,1.7394,Education,1
42,Male,Bachelor,Salaried,6.0,150000.0,588501,48,12.42,655.0,4,15619.12,1.2495,3.9233,Business,0
39,Female,Bachelor,Business,4.0,150000.0,668293,84,13.09,695.0,1,12190.28,0.9752,4.4553,Business,0
50,Male,Bachelor,Salaried,5.0,150000.0,206617,120,9.2,715.0,1,2639.75,0.2112,1.3774,Home,0
48,Male,Bachelor,Salaried,14.0,231069.0,195609,12,19.47,631.0,0,18070.56,0.9385,0.8465,Personal,0
55,Female,Bachelor,Self-Employed,3.0,150000.0,328160,60,23.35,646.0,3,9317.09,0.7454,2.1877,Business,0
63,Male,Master,Salaried,11.0,152042.0,377154,60,11.44,682.0,1,8283.24,0.6538,2.4806,Vehicle,0
31,Female,Bachelor,Salaried,9.0,201090.0,148626,36,23.63,594.0,1,5802.19,0.3462,0.7391,Medical,1
51,Male,High School,Salaried,8.0,232878.0,609013,24,14.97,605.0,0,29520.32,1.5212,2.6152,Business,0
59,Male,High School,Salaried,11.0,150000.0,717023,60,9.81,658.0,1,15167.67,1.2134,4.7802,Vehicle,0
56,Male,Bachelor,Business,5.0,150000.0,335300,36,20.24,588.0,4,12501.99,1.0002,2.2353,Personal,0
50,Female,High School,Salaried,6.0,150000.0,682506,60,21.2,666.0,1,18540.95,1.4833,4.55,Personal,1
43,Female,Bachelor,Salaried,3.0,150000.0,647788,12,13.07,692.0,3,57879.94,4.6304,4.3186,Vehicle,0
39,Female,Bachelor,Self-Employed,0.0,302849.0,746394,120,23.45,591.0,4,16171.2,0.6408,2.4646,Personal,1
32,Male,Bachelor,Salaried,7.0,166186.0,611449,60,16.35,686.0,1,14983.2,1.0819,3.6793,Business,0
35,Male,Bachelor,Salaried,13.0,150000.0,216114,12,8.03,553.0,0,18802.42,1.5042,1.4408,Home,0
51,Male,Bachelor,Salaried,1.0,150000.0,166200,84,13.19,676.0,0,3040.7,0.2433,1.108,Personal,0
63,Female,PhD,Salaried,1.0,150000.0,76429,120,20.14,,1,1484.14,0.1187,0.5095,Business,0
57,Female,Bachelor,Salaried,8.0,150000.0,124494,48,10.78,669.0,0,3204.33,0.2563,0.83,Education,0
57,Male,Bachelor,Salaried,6.0,150000.0,499119,12,9.67,790.0,1,43803.92,3.5043,3.3275,Home,1
35,Male,High School,Self-Employed,13.0,150000.0,672649,84,17.63,779.0,1,13992.13,1.1194,4.4843,Home,0
49,Male,Bachelor,Salaried,4.0,150000.0,735041,12,12.43,577.0,1,65455.45,5.2364,4.9003,Medical,0
63,Female,High School,Business,13.0,150000.0,400666,12,17.62,702.0,0,36660.64,2.9329,2.6711,Vehicle,1
46,Female,Bachelor,Self-Employed,8.0,150000.0,169832,84,12.7,632.0,2,3061.95,0.245,1.1322,Home,0
64,Male,Bachelor,Salaried,11.0,150000.0,75098,60,20.23,743.0,1,1999.26,0.1599,0.5007,Home,1
22,Male,Bachelor,Business,3.0,182137.0,898299,84,14.46,645.0,0,17063.23,1.1242,4.932,Home,0
40,Male,High School,Salaried,6.0,164047.0,685755,24,23.77,729.0,0,36177.95,2.6464,4.1802,Business,0
35,Female,Bachelor,Self-Employed,7.0,152590.0,435875,84,13.68,709.0,1,8091.45,0.6363,2.8565,Home,0
24,Female,Bachelor,Salaried,8.0,150000.0,240778,12,9.92,651.0,2,21159.25,1.6927,1.6052,Vehicle,0
42,Male,Bachelor,Salaried,4.0,150000.0,424458,120,17.98,654.0,0,7642.64,0.6114,2.8297,Personal,0
58,Female,Master,Business,4.0,152394.0,651249,36,19.52,714.0,1,24043.76,1.8933,4.2735,Business,1
43,Male,Bachelor,Unemployed,13.0,156106.0,468620,60,13.18,697.0,2,10705.78,0.823,3.0019,Education,0
46,Male,High School,Salaried,10.0,286241.0,1425421,24,19.81,581.0,1,72415.71,3.0359,4.9798,Personal,0
31,Female,Bachelor,Salaried,2.0,150000.0,147039,120,13.13,830.0,0,2206.74,0.1765,0.9803,Education,0
48,Male,Bachelor,Business,8.0,150000.0,738206,24,9.1,730.0,1,33758.63,2.7007,4.9214,Home,0
22,Female,Master,Self-Employed,11.0,150000.0,469635,120,8.87,695.0,2,5916.15,0.4733,3.1309,Business,0
28,Male,Master,Salaried,4.0,150000.0,458364,60,15.36,738.0,0,10991.26,0.8793,3.0558,Vehicle,0
49,Male,High School,Salaried,9.0,164974.0,349112,36,23.73,592.0,0,13647.22,0.9927,2.1162,Medical,0
31,Female,Master,Business,9.0,150000.0,102610,48,16.28,583.0,0,2922.73,0.2338,0.6841,Home,0
57,Male,High School,Business,0.0,150000.0,588299,60,16.28,562.0,1,14393.96,1.1515,3.922,Vehicle,1
38,Male,Master,Business,3.0,150000.0,261209,24,21.74,526.0,0,13517.53,1.0814,1.7414,Home,0
34,Female,High School,Salaried,4.0,157892.0,327654,48,23.13,691.0,1,10525.14,0.7999,2.0752,Home,0
30,Male,High School,Self-Employed,7.0,203042.0,589161,24,10.4,651.0,1,27295.69,1.6132,2.9017,Home,0
55,Male,Master,Salaried,4.0,150000.0,113449,12,9.68,695.0,1,9957.09,0.7966,0.7563,Home,0
29,Female,Bachelor,Self-Employed,8.0,327741.0,179784,120,18.76,673.0,0,3327.92,0.1218,0.5486,Home,0
55,Male,PhD,Self-Employed,5.0,150000.0,145834,48,17.59,773.0,1,4252.69,0.3402,0.9722,Home,0
31,Male,High School,Salaried,0.0,150000.0,571360,84,13.2,675.0,0,10456.39,0.8365,3.8091,Home,0
64,Female,Bachelor,Self-Employed,0.0,262282.0,356031,60,22.28,556.0,0,9889.95,0.4525,1.3574,Education,0
32,Male,Bachelor,Salaried,4.0,150000.0,422135,60,16.45,633.0,3,10366.71,0.8293,2.8142,Home,1
23,Female,High School,Salaried,7.0,150000.0,200483,36,10.36,872.0,1,6502.96,0.5202,1.3366,Education,0
59,Male,High School,Salaried,6.0,181369.0,323078,48,13.93,608.0,3,8817.24,0.5834,1.7813,Home,1
34,Female,High School,Self-Employed,2.0,150000.0,100595,36,21.98,723.0,0,3840.73,0.3073,0.6706,Medical,0
48,Male,PhD,Salaried,10.0,,322362,60,7.81,767.0,3,6507.07,0.5206,2.1491,Personal,0
31,Male,Master,Salaried,,224911.0,250467,36,21.33,703.0,1,9478.85,0.5057,1.1136,Education,0
59,Female,Bachelor,Salaried,10.0,150000.0,451732,48,23.2,569.0,0,14528.22,1.1623,3.0115,Personal,0
45,Male,High School,Self-Employed,10.0,216233.0,921784,60,13.54,670.0,2,21229.11,1.1781,4.2629,Education,0
41,Female,High School,Salaried,10.0,150000.0,667899,24,12.2,555.0,0,31502.74,2.5202,4.4527,Home,1
30,Male,Bachelor,Self-Employed,9.0,150000.0,705022,60,10.24,747.0,2,15063.03,1.205,4.7001,Medical,1
63,Female,PhD,Business,2.0,174512.0,184551,120,8.16,681.0,2,2254.75,0.155,1.0575,Education,0
35,Male,Bachelor,Salaried,6.0,250737.0,708090,36,18.66,827.0,2,25834.2,1.2364,2.824,Home,1
39,Female,Bachelor,Self-Employed,12.0,150000.0,152463,120,10.32,727.0,0,2041.92,0.1634,1.0164,Vehicle,0
42,Female,Bachelor,Salaried,6.0,150000.0,281859,36,22.26,487.0,3,10802.27,0.8642,1.8791,Home,1
41,Male,PhD,Salaried,0.0,150000.0,231144,60,15.02,650.0,2,5501.33,0.4401,1.541,Vehicle,0
64,Male,Bachelor,Salaried,9.0,150000.0,83406,12,23.55,529.0,2,7868.69,0.6295,0.556,Home,0
52,Male,PhD,Salaried,9.0,232923.0,1093161,12,23.67,,1,103194.36,5.3165,4.6932,Home,0
43,Male,High School,Business,6.0,150000.0,602649,12,20.71,578.0,2,56031.08,4.4825,4.0177,Education,1
33,Female,Bachelor,Business,5.0,150000.0,425318,120,14.76,754.0,1,6799.49,0.544,2.8355,Vehicle,0
25,Male,Bachelor,Business,7.0,150000.0,307789,24,15.13,741.0,1,14942.67,1.1954,2.0519,Vehicle,0
24,Female,Bachelor,Unemployed,10.0,192423.0,452613,24,23.18,631.0,3,23745.31,1.4808,2.3522,Vehicle,0
48,Male,Bachelor,Salaried,7.0,150000.0,213503,120,19.51,774.0,0,4056.94,0.3246,1.4234,Vehicle,0
